,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
10,1.01111,1.0,0.972973,0.99375,1.01449,1.02553,0.9875,1.03553,1.01667,1.016,1.00752,1.00781,1.0069,0.987179,0.987013,0.992366,1.01646,1.05063,1.0,1.01923,1.02232,1.0,1.03947,1.0303,1.0,1.04096,1.01219,0.989865,1.02,1.00294,1.0,0.983333,1.01235,1.03333,0.986622,1.04444,1.0,1.01333,0.966942,1.02264,0.986364,1.01124,0.978723,1.01418,1.0,1.0,0.994624,1.00568,1.0061,0.96679,1.0,1.01177,1.00674,1.02235,0.989583,1.01923,0.984694,1.0,1.00637,0.985915,1.0,1.0,1.012,1.0,1.0,1.05333,1.01408,1.04242,1.0,1.01754,1.03125,0.996183,1.01702,1.0,0.993976,1.01515,1.00746,1.00265,0.922535,0.982857,1.0,0.964286,1.02075,1.0,1.02685,0.978261,1.0,1.0
11,1.04396,0.99361,0.986111,1.04402,1.03571,1.0083,1.01266,1.01961,0.983607,1.01575,1.00746,1.01163,1.08219,0.987013,1.01316,1.01154,0.993198,1.04819,1.01667,1.01887,1.0262,1.0,1.01266,1.0,1.0054400000000001,0.971934,1.0,1.0,1.01961,1.02639,1.0,0.980226,1.0,0.989247,1.00339,0.989362,0.99537,0.973684,1.01709,0.98893,0.990783,0.994444,1.0,0.982517,0.978723,1.01159,1.0,1.0,1.01818,1.03817,0.9767440000000001,1.02326,0.995984,1.0,1.0,0.981132,1.0,0.96,0.962025,1.01429,1.0,1.04651,1.0,1.01456,0.982301,1.01266,0.986111,1.02326,0.989247,0.982759,1.0303,0.992337,0.991632,1.03077,0.981818,1.00995,1.0,1.00528,0.946565,1.0,1.01533,0.981481,0.995935,0.979167,1.00654,1.0,0.988764,0.990741
12,0.989474,1.0,0.985915,0.993976,0.9862070000000001,1.00412,0.9875,1.0,1.01667,1.00775,1.0,1.0,0.968354,0.986842,1.01299,0.988593,1.01235,0.965517,1.0,1.03704,1.02128,1.02825,1.0,0.941176,1.00541,0.99661,0.987952,0.962457,1.01923,0.988571,1.0,0.987032,0.951219,1.0,0.986486,0.967742,1.0093,0.986486,0.991597,0.994403,1.01395,1.0,0.978261,1.01068,0.956522,1.00573,1.02162,1.03955,0.988095,0.996324,0.976191,0.988636,0.986559,1.0,1.01053,0.961538,0.994819,1.02778,0.960526,0.985915,1.00483,0.944444,1.02767,1.0,1.00901,1.0,1.01056,0.971591,0.967391,0.964912,0.970588,1.00386,1.00844,1.0,0.993827,0.995074,1.0,0.997375,0.967742,1.0,1.00377,0.981132,1.00408,0.943262,0.987013,0.977778,1.02273,0.965732
13,0.989362,1.0,0.985714,0.987879,0.979021,0.979508,0.974684,0.980769,0.989071,0.984615,0.992593,0.950192,0.993464,0.973333,1.0,0.992308,0.99187,1.14286,0.989071,1.0,1.00833,1.0,0.975,1.04688,1.0,0.972789,1.0,0.978723,1.0283,0.99422,1.00961,0.99854,1.0,1.0,0.962329,1.01111,0.995392,1.0137,1.00848,1.00563,0.990826,0.977654,0.955556,0.992958,0.977273,0.994302,0.992063,0.98913,0.987952,0.98155,1.0,1.05747,1.00817,0.989071,0.979167,1.0,0.997396,0.945946,0.965753,0.971429,0.990385,0.988235,1.0,0.995215,0.991071,0.975,0.986063,0.97076,0.988764,1.0,1.0303,0.984615,0.991632,0.970149,0.996894,0.990099,0.992593,0.989474,1.02917,1.0,0.984962,1.03846,0.963415,0.969925,1.00658,1.0,1.03333,0.977419
14,0.989247,0.996785,0.985507,0.969325,0.985714,0.962343,1.0,0.980392,0.994475,0.992188,1.0,1.0,0.993421,0.986301,1.0,0.9767440000000001,0.991803,0.958333,0.977901,1.01786,0.983471,0.978022,1.0,1.0,0.994624,1.04196,1.0,0.98913,1.00917,0.997093,1.01905,0.994152,0.980513,0.978261,0.996441,1.0,0.986111,1.01351,0.97479,0.985075,0.981481,1.0,0.953488,1.0,1.0,1.00573,0.994667,1.00549,0.993902,0.992481,1.02439,1.0,0.967568,0.972376,1.02128,0.98,0.9660569999999999,1.02381,0.985816,0.955882,0.990291,0.988095,0.980769,1.0,1.0,0.974359,0.989399,0.987952,0.994318,0.945455,1.02941,0.988281,0.991561,0.969231,1.0,0.995,1.0,0.99734,1.03239,0.982558,0.992366,1.0,1.00844,0.984496,0.993464,1.02273,1.0,0.970297
15,0.98913,1.0,0.970588,1.0,1.01449,1.0087,0.987013,1.0,1.0,0.984252,1.00746,1.00806,0.980132,1.0,1.02885,1.0,1.00413,0.98913,1.00565,0.964912,1.0042,0.994382,0.987179,1.01493,0.994595,1.01678,0.987805,0.992674,0.972727,0.962099,0.986168,1.03529,1.02632,0.988889,1.01071,1.0,1.0,1.01333,0.965517,0.981061,1.01887,1.00571,0.97561,1.00355,1.01163,0.982906,0.986595,0.983607,0.993865,1.0,1.03571,0.98913,1.00279,0.994318,0.997083,1.04082,1.0027,1.09302,1.00719,0.953846,0.990196,0.987952,0.972549,1.0,1.00721,1.01974,0.996429,1.0061,1.0,1.05769,1.02857,0.992095,1.00425,1.0,0.990654,0.984925,1.00746,0.997333,1.05882,0.982249,0.976923,0.981481,0.991632,1.00787,0.993421,0.977778,1.01075,0.993197
16,1.0,0.993548,1.0303,1.0,1.01429,0.991379,1.01316,1.02,0.994444,1.0,1.0,0.996,1.01351,1.01389,0.996885,1.0,0.99177,1.07692,1.0,1.0,0.983264,0.99435,1.0,0.941176,0.994565,0.990099,0.987654,1.02214,1.0,0.975758,1.0,0.96875,1.0,0.988764,1.00707,0.978022,1.01408,1.03947,1.01107,0.974903,0.990741,0.994318,1.075,0.996466,1.0,0.991304,1.0054400000000001,1.0,1.00617,1.0,1.05747,1.0,1.00557,1.00571,1.01053,1.01961,0.989218,1.02128,1.02143,1.04839,0.995049,1.02439,0.959677,0.995192,1.0,0.987097,0.996416,0.993939,1.02857,0.963636,1.02778,0.996016,1.0,0.968254,0.996855,1.01531,0.992593,1.00535,1.04074,0.987952,1.00787,0.981132,1.0211,1.00781,1.00662,1.09091,1.01064,1.0137
17,1.03297,1.01948,0.955882,1.0,0.985915,1.01304,1.0,0.980392,1.02235,1.008,1.01482,1.00402,0.993333,0.986301,1.0,1.00794,1.02075,1.0,1.00562,1.0,1.00851,1.01704,1.01299,0.984375,0.994536,1.00333,1.0,0.942238,0.981308,1.00621,1.0,0.997067,0.987179,1.02273,0.989474,1.01124,1.00463,0.949367,1.02655,1.05743,0.995327,1.0,1.0,0.996454,0.977012,0.976608,1.00541,1.00556,0.97546,0.992424,1.0,1.0,0.99169,1.0,0.989583,1.01923,0.975477,1.04167,0.944056,1.0,1.00497,0.988095,0.983193,1.01932,0.990991,1.00654,1.01799,1.01219,0.977778,1.01887,0.945946,1.02,1.01695,0.960656,1.03155,1.0,1.0,0.99734,0.967972,0.97561,1.03125,1.0,1.01653,0.937984,1.00658,1.08333,0.968421,0.969595
18,1.01596,1.0,1.0,1.01266,1.0,1.01717,1.01299,1.005,1.00546,1.01587,1.0073,1.0,0.979866,1.0,0.990625,1.01575,1.01219,1.0,1.0,1.0,1.00844,1.0,0.961538,1.01587,1.00549,1.00332,1.0125,1.00766,1.0,1.03395,1.0,1.03235,1.0,1.01111,1.01773,1.0,1.0,1.0,1.0,0.992509,1.00469,1.0,1.06977,1.00356,1.02353,1.02096,0.997312,1.0,1.01258,0.98855,1.05435,0.989011,0.97486,1.0,1.01053,1.0566,0.994413,0.98,1.01482,1.01538,1.0099,0.987952,1.00427,1.00474,0.972727,1.00649,1.00707,1.00602,1.00568,1.01852,1.0,1.00392,1.00417,1.02389,1.01529,1.0201,1.00746,1.008,0.992647,1.0,1.01515,1.0,0.99187,1.0,1.00654,1.01923,0.967391,1.00348
19,1.0,1.03503,1.04615,1.01875,1.0,0.987342,1.01282,1.02985,1.0163,1.00781,1.00725,1.0,1.0274,0.986111,0.993691,1.02713,1.01205,1.0102,1.0,1.01818,1.00837,1.00559,1.0,1.0,1.02186,1.00331,1.03704,1.02662,1.02857,1.02985,1.00961,1.01425,1.0,1.01099,1.02091,1.0,1.00461,1.01333,1.00862,1.00943,1.01869,0.988571,1.06522,1.00709,1.02299,1.0088,1.00269,0.994475,1.01242,1.0,1.15464,1.02222,1.00573,1.00568,1.0,1.0,0.988764,1.0,1.0292,0.984848,0.995098,1.04878,0.987234,1.00943,1.0,1.0129,1.00702,0.988024,1.01695,0.981818,1.02857,1.01953,1.01245,1.03333,1.00301,1.01478,1.0,1.01852,1.05185,1.05625,0.992537,1.05769,1.06147,1.00826,1.0,1.01887,0.977528,1.02431
20,1.0,1.00923,1.02941,0.97546,1.01429,1.02564,1.01266,1.03382,0.989305,0.992248,1.0,1.008,0.993333,1.0,1.0,1.00377,0.992063,1.03535,1.00559,1.05357,1.01245,0.988889,0.973333,1.0625,0.989305,0.990099,1.04762,1.05556,1.0,0.982609,1.00952,1.01966,1.01299,1.0,1.00341,1.04444,1.00917,0.973684,1.02564,1.00374,1.0,1.02312,1.04082,1.0,1.02247,1.00581,1.02151,1.00556,0.957055,0.996139,1.10714,1.0,1.01425,0.977401,1.01042,1.0714299999999999,1.03409,0.979592,1.02837,1.01538,1.01478,1.04651,1.00862,1.0,1.0,1.05096,0.996516,1.02424,1.03333,1.01852,1.0,0.996169,1.0041,0.983871,0.996997,1.00971,1.0,0.997403,1.03521,1.0,1.0,1.03636,1.00386,1.04098,1.02597,0.962963,1.05747,1.03051
21,1.00524,0.987805,1.01429,1.00629,1.01408,1.00833,1.075,0.990654,0.978378,0.992188,0.992806,1.00794,1.02013,1.0,1.00635,0.996241,0.988,0.97561,0.983333,1.0339,1.0082,0.960674,1.0274,1.02941,0.989189,1.03667,0.988636,0.978947,1.01852,0.9941,0.990566,0.99449,1.0,0.978261,1.0068,1.0,0.981818,0.972973,0.991667,1.00186,1.0,0.988701,1.01961,1.0,1.0,0.991329,0.997368,0.98895,1.01923,0.957364,0.870968,1.01087,0.991573,0.99422,0.989691,0.983333,1.02198,1.0,0.993103,1.0,0.980583,1.0,1.0,1.0,0.981308,1.01212,0.996503,1.02367,0.978495,0.945455,0.972222,0.984615,0.985306,0.983607,1.00602,0.995192,1.0,1.01042,1.05442,0.982249,1.0,1.07018,0.988462,0.992126,1.01899,0.980769,0.967391,0.960526
22,1.02083,0.993827,1.01408,0.98125,0.993056,0.995868,0.988372,1.0283,0.983425,1.0,0.985507,0.992126,1.00658,0.971831,1.01577,1.01132,0.991903,1.075,1.0,1.0,0.979675,0.964912,1.0,1.01429,1.00546,0.983923,0.954023,1.01075,1.04546,1.0,1.0,0.975069,0.987179,1.01111,0.993243,0.978723,0.990741,1.0,0.991597,1.01301,1.0,1.00571,0.942308,0.992958,1.0,1.00292,1.0,1.0,1.01258,0.995951,0.944444,1.0,1.0085,0.994186,1.01042,1.0,1.0,1.02083,1.01389,1.0,1.0,0.988889,1.00855,0.990654,0.990476,0.976048,0.989474,1.0,1.02198,0.980769,1.02857,1.0,0.987448,0.993333,0.994012,0.990338,0.992593,0.997423,0.990323,1.0,1.01504,0.95082,0.988327,1.03968,0.987578,0.980392,1.02247,0.996575
23,0.969388,0.968944,0.972222,0.974522,0.965035,0.979253,0.941176,0.977064,0.966292,0.984252,0.970588,1.0,0.954248,1.0,0.993789,0.992537,0.955102,1.0,1.00565,0.95082,0.979253,0.963636,1.0,0.985915,0.978261,0.970588,0.975904,0.978723,0.982609,0.973294,0.980952,0.9375,0.987013,0.967033,0.979592,1.0,0.971963,0.9305559999999999,0.983051,0.979816,0.981651,0.982955,0.938776,0.992908,0.945055,0.965116,0.973615,0.98324,0.956522,0.979675,0.862745,0.978495,0.991573,0.97076,0.989691,0.949153,0.989247,0.918367,0.952055,0.954545,0.990099,0.977528,0.991525,0.985849,0.990385,1.00614,0.971631,0.953757,0.967742,0.980392,0.972222,0.960938,0.957627,1.0,0.987952,0.985366,1.0,0.984496,0.928339,0.963855,1.0,0.982759,0.980315,0.946565,0.987421,1.02,0.967033,0.986254
24,1.0,1.0032,0.971429,1.02614,1.0,1.00848,1.05,0.985915,0.994186,1.016,1.02273,0.992063,0.993151,1.0,1.0,0.992481,1.00427,1.06977,0.97191,1.03448,1.00424,1.02516,0.986667,1.02857,1.01111,1.03367,1.01235,0.938406,1.00885,1.0061,1.0,1.00151,1.0,1.0,1.01736,0.98913,1.01923,1.0597,0.991379,0.994382,0.990654,1.01734,1.04348,1.01071,1.0,1.01807,1.01084,0.988636,1.00649,1.01245,1.20454,0.989011,0.985836,1.0,1.0,1.05357,0.978261,1.04444,0.978417,1.04762,1.005,0.977012,0.995726,1.01378,1.02913,0.951219,1.0073,1.0,0.955556,1.0,0.971429,1.00813,1.00885,0.956376,1.0,1.00495,0.992537,1.0,1.08772,1.01875,0.977778,1.01754,1.02811,0.975806,1.01274,0.960784,0.988636,0.961672
25,0.978947,0.99361,1.0,0.993631,1.0,1.0042,1.0,1.00952,1.00585,0.992126,0.985185,1.004,1.0,1.07246,0.99375,0.992424,1.0,1.0,1.01156,1.01667,1.0,1.0,1.0,1.01389,0.994505,1.0,0.987805,0.992278,0.982456,1.02424,1.00971,1.05144,1.0,1.0,1.01365,1.0,1.00472,0.985915,1.0087,1.00565,1.00472,1.01704,1.02083,1.0,1.01163,0.940828,0.997319,1.00575,0.987097,0.991803,1.09434,1.0,0.997126,0.987952,1.01042,1.0,1.0,1.0,0.985294,1.0,0.995025,1.01177,0.991416,1.0,0.971698,1.01923,0.992754,1.0,1.0,0.98,1.02941,0.987903,1.00439,0.975439,1.0061,1.0,0.992481,0.994751,0.980645,1.00614,1.0,1.0,1.02734,1.02479,1.01258,1.02041,1.02299,0.98913
26,1.01613,1.00321,1.01471,1.0,0.979808,1.00837,1.01191,0.995283,1.00581,1.00794,1.00752,0.988048,1.0,0.972973,0.987421,1.01527,1.0,1.0,1.00571,0.95082,1.0,1.01227,1.0,0.931507,1.01105,0.990228,1.0,1.01167,1.01786,1.00592,1.0,0.989928,1.01316,1.0,0.996633,1.0,1.01878,1.0,1.0,0.996255,0.99061,1.00559,1.0,1.00707,1.03448,1.00314,1.00269,1.02286,1.02614,1.0,0.982759,1.0,0.988473,0.993902,1.01031,1.01695,1.02222,0.978723,1.00746,1.0303,1.0,1.03488,0.987013,1.0,0.980583,0.993711,1.0,1.0,1.0,1.0,1.0,0.995918,1.00437,0.985611,1.0,1.00493,1.01515,1.01055,1.04605,0.987805,0.984848,1.01724,1.0,1.04032,0.993789,1.0,1.02247,1.02198
27,0.994709,0.980769,1.0,1.01282,1.01493,1.0,0.976471,0.990521,0.988439,1.0,1.0,0.987903,0.965517,0.958333,1.0,1.00752,1.0,0.956522,0.994318,1.01724,0.983122,0.969697,0.986486,1.02941,0.983607,0.980263,0.987654,1.00769,1.0,0.985294,0.990385,0.962209,1.0,1.0,0.952703,1.0,0.995392,0.971429,1.0,0.983083,0.990521,1.02222,1.02041,0.992982,0.988889,0.987461,0.991957,1.00559,1.02548,0.987603,0.877193,1.0,0.982507,1.02454,1.0,1.01667,0.980978,1.02174,0.992593,0.970588,0.98,1.0,0.991228,1.00479,0.990099,1.02532,0.99635,1.0,0.982558,1.0,1.0,1.0,1.0,1.0,0.990909,1.0,1.00597,1.00261,0.993711,0.993827,0.984615,1.01695,0.984791,1.02326,0.99375,1.02,0.989011,1.00717
28,0.994681,0.993464,0.985507,0.981013,0.992647,0.983402,0.975904,0.961722,0.988304,0.992126,1.00746,0.991837,1.00714,1.0,0.980892,0.992537,0.991489,0.954545,0.994286,0.949153,0.987124,1.05,1.06849,0.957143,1.0,1.01007,0.9875,0.984733,1.0,0.991045,1.00971,1.02266,0.974026,0.988636,0.925532,1.0,0.990741,1.0,0.982759,0.986616,1.0,1.0,1.02,0.989399,0.988764,0.990476,0.991892,0.983333,1.0,1.0,1.04,0.988889,0.949555,0.994012,1.0,1.0,0.98892,1.05106,0.977612,1.0,0.989796,1.0,0.977876,0.990476,0.98,0.987654,0.996337,0.957576,0.970414,0.979592,0.971429,0.987705,0.995652,0.948905,0.98471,0.995098,0.992481,0.994792,1.00949,0.987578,1.0,0.983333,0.957529,0.992424,0.987421,1.0,0.9666669999999999,0.985765
29,1.00535,1.00658,1.01471,1.0,0.977778,0.995781,1.02469,1.0199,0.994083,1.0,0.992593,0.987654,0.978723,0.985507,1.00974,1.01128,0.987124,1.0,0.994253,0.982143,0.991304,1.02976,0.935897,1.02985,0.972222,1.00332,0.962025,0.992248,1.0,1.0,0.990385,1.03397,1.01333,0.988506,1.0,0.989011,0.971963,0.985294,0.982456,1.0,0.976077,1.0,0.960784,1.00714,1.01136,1.0032,0.989101,1.0113,1.0,1.00418,1.01923,0.966292,1.01406,1.0,0.989796,1.03279,1.0084,0.991903,1.03817,1.01515,0.994845,1.0,1.01357,1.0,0.979592,0.99375,0.988971,1.0,0.987805,1.02083,1.02941,0.995851,0.9869,0.980769,1.0,0.995074,0.992424,1.00785,1.04752,1.0,1.01562,0.966102,0.987903,0.992366,1.0,0.980392,1.02299,1.00722
30,1.00532,1.00654,1.0,1.0129,1.03788,1.01271,1.03615,1.0,1.01191,1.00794,1.00746,0.9666669999999999,1.0,1.05882,0.983923,1.01115,1.02609,1.0,1.0,1.03636,0.991228,1.00578,0.986301,1.01449,1.00571,0.996689,0.960526,1.01562,1.0,1.00602,1.0,1.00571,1.0,1.0,1.02682,1.01111,0.980769,0.985075,0.991071,0.992248,1.0049,1.01087,1.02041,0.992908,0.988764,1.00639,1.00276,0.988827,1.01863,1.00833,0.981132,1.0,1.00308,1.0241,1.01031,1.0,0.997222,0.979592,1.0,1.01493,1.02591,0.966292,1.01786,1.0,1.03125,0.993711,1.01115,1.03798,1.00617,0.979592,0.9428570000000001,1.0125,1.0177,1.01961,0.993789,1.00495,0.984733,0.994805,1.01198,0.987421,1.01923,1.0,1.01633,0.976923,0.993631,1.04,1.0,0.985663
