,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
53,1.0,1.04922,1.00745,1.02955,1.0,1.02622,1.01717,1.0204,1.03287,1.01491,1.00746,1.01655,0.99221,1.01907,1.00779,1.0,1.00364,1.01243,1.02747,1.01373,1.01123,1.02295,1.02393
54,1.02131,1.00362,1.00369,1.0153,1.0,0.98298,1.0048,0.97714,0.99201,0.9641,0.9926,0.99138,0.97908,1.00314,0.99227,1.0,0.9891,1.00866,0.98813,0.98102,1.0,1.00641,0.99609
55,1.0021,1.00361,1.01654,1.00753,1.0,0.99566,1.0024,1.00587,0.99403,0.98985,0.99627,0.99517,1.00269,1.00313,1.0026,1.0,0.99448,1.01217,1.01502,1.01934,1.0067,0.99044,1.01564
56,1.00625,0.98565,1.00723,0.99809,1.0,1.00436,0.99283,0.99416,0.99797,1.00854,0.98877,0.99223,0.984,0.98758,1.0,1.0,0.9963,0.99396,0.99853,1.01898,0.99558,0.99678,0.9923
57,1.00621,0.97092,1.00178,1.00191,1.0,0.99133,1.00722,1.00587,0.98586,1.01017,0.99622,0.97456,0.98642,0.99684,0.99482,1.02857,0.99073,0.99761,0.9911,0.98934,1.0022,0.99354,0.98838
58,1.00617,1.00748,0.99822,1.01305,1.0,1.01597,1.0024,0.99124,0.97948,1.00336,1.0266,1.00703,0.98905,1.01578,1.01302,0.97222,1.00936,1.00363,0.97455,0.9987,0.99338,1.00325,1.0
59,1.01635,1.01857,0.9982,1.01848,1.0,1.00876,0.99522,1.00589,1.0042,0.99498,1.01484,1.00798,0.99441,1.01554,1.00771,1.0,1.01114,1.01454,1.0,0.98921,0.99554,1.00324,1.0157
60,0.99396,0.99638,0.99641,1.00545,1.0,0.99566,0.98801,1.01454,0.98542,0.99327,0.99271,1.00198,1.01119,0.99693,0.9898,1.0,0.99633,0.99764,1.00615,1.00683,0.98656,0.99354,1.01542
61,1.00607,1.00364,1.00181,1.009,1.0,1.00868,1.0073,0.97701,1.0,0.98816,1.0,1.00296,1.01657,1.03069,1.00258,1.0,1.00921,1.00479,1.00457,1.00939,1.00908,1.0,1.00382
62,0.99596,1.0,1.0,1.0,0.99298,0.98707,1.00963,1.01182,1.01267,1.01027,1.01102,1.00886,1.00542,0.98511,1.0,1.0,1.00912,0.99638,1.00153,1.00537,0.97972,0.99352,1.0
63,0.99193,0.99271,0.99459,0.99108,0.99293,0.9869,0.99283,0.99708,1.00629,0.99831,1.00727,0.99707,0.98378,0.98185,1.00514,1.0,1.00181,0.99764,0.99089,1.0,1.00687,0.98365,1.00758
64,1.00407,1.00734,0.9982,0.99095,1.0,0.99116,0.99521,0.99414,1.00208,0.98981,0.9675,0.99022,1.0,1.00618,1.00511,1.0,0.99819,1.00121,0.99694,0.99601,0.98175,0.99004,0.97742
65,0.99391,1.0219,0.99455,0.99819,1.0,1.01339,1.00482,1.0,0.99792,1.00858,1.01122,1.00395,1.0,1.0153,1.01526,1.0,0.99457,1.00236,1.00153,1.00536,0.9977,1.0067,1.0
66,1.0,0.98929,0.98541,0.9891,0.99793,1.0,1.0,0.98822,0.98756,0.97959,0.98153,0.9754,1.00553,0.97888,1.00251,1.0,0.99637,0.98688,0.99541,0.98934,0.99534,1.00334,0.9846
67,0.98775,0.98917,0.99258,1.01285,1.0,1.00438,1.00723,1.0149,0.99789,1.01041,0.99624,1.00605,1.0,1.00309,1.0025,1.0,1.0,0.99516,0.99075,1.00812,0.99296,1.00332,0.99222
68,1.0,1.01095,1.0056,1.00186,1.00722,1.02195,1.02626,1.01458,0.99577,1.00859,1.00377,1.01003,0.9945,1.00918,1.00249,1.0,0.99635,1.00363,1.00311,1.00528,0.98819,1.0298,1.00784
69,1.00208,0.99641,1.00928,0.99815,1.01426,0.9957,1.02326,1.01158,1.00637,1.0017,1.02258,1.00894,1.00553,0.99695,0.99005,1.0,0.97802,0.99638,0.99226,0.99341,1.0,0.98393,1.0391
70,0.98763,0.98913,1.00735,1.00186,1.00707,1.00864,1.0,1.00572,1.00211,1.0,1.01102,1.00788,1.0,1.0,1.00502,1.0,1.0206,0.99144,0.98592,0.99465,1.0,0.99346,1.00749
71,1.0021,0.98166,1.00729,1.0036,1.01396,1.00425,0.99545,1.01138,0.99579,0.9983,1.0109,1.00976,0.99725,1.00306,1.015,1.0,0.98165,1.00863,0.99208,0.99196,1.00533,1.00658,0.9851
72,1.00207,0.99255,0.9982,1.00903,0.97931,0.983,1.02054,0.98875,0.99788,0.99659,1.00719,1.00387,1.00546,1.00611,1.03694,1.0,0.99626,1.00363,0.9968,1.00137,1.02163,1.00652,1.00758
73,1.00418,1.00377,0.99092,1.00183,1.04226,1.0043,1.01119,1.01138,1.0,1.00342,0.99286,0.99904,0.99731,1.00904,0.99525,1.0,1.00188,0.99638,0.99841,0.9878,1.00235,1.0,1.00749
74,1.01035,0.98876,0.99816,1.00178,0.98651,0.97846,0.99559,0.97468,0.99576,0.96592,0.98562,0.9836,0.9945,0.99699,1.00477,1.0,0.98876,1.00486,1.00481,0.9932,0.99064,1.01625,1.01122
75,1.0123,0.9924,0.99451,1.02143,0.98633,1.0088,1.00888,1.0,0.99787,0.99824,1.00365,1.00098,1.01377,0.99101,0.98813,1.0,0.99242,1.00239,1.00959,1.00133,1.0,1.00957,1.00368
76,0.99593,0.98855,0.9926,1.00174,0.98605,1.01748,1.00221,0.99423,1.00427,1.00354,0.97089,1.00098,1.02166,1.00304,0.98798,1.0,0.99237,0.99279,1.00474,1.00691,1.00236,1.03482,1.0
77,1.00204,0.98842,1.00374,0.97732,1.0,1.00857,1.01537,1.00581,1.03172,1.00176,1.01501,1.00979,0.99204,1.05135,1.02189,1.02857,1.01538,1.0024,1.00789,1.00957,0.99528,0.98776,1.00366
78,1.00204,1.00784,0.99814,0.98571,1.0,1.00427,0.99568,0.99711,0.99382,0.98946,1.00369,0.99709,0.98929,1.02586,1.0119,1.0,1.00758,1.0097,0.99687,0.9932,0.99521,1.01239,1.00368
79,0.99797,1.01548,1.00742,0.9855,1.0,1.01271,0.97826,1.01158,0.998,1.00532,0.98527,1.00194,1.00272,0.98599,1.00941,0.97222,1.00939,1.0,0.99842,1.02046,1.00957,0.99694,1.00363
80,0.9919,0.98476,1.0,1.011,1.0,0.9958,0.98666,0.97921,0.99377,0.9682,0.98509,0.98642,0.99729,0.99149,1.00233,1.0,0.99256,0.99763,0.99686,1.0,0.9858,0.99386,0.9891
81,0.9734,0.98198,0.97791,0.99273,1.0,1.0,0.99774,0.97925,0.98336,0.97445,0.97347,0.99312,0.99461,1.00282,0.9814,1.0,0.99062,0.98311,0.97953,0.97196,0.99522,1.00618,1.01472
82,0.98109,0.97612,0.96986,1.00369,1.01414,1.00843,1.00226,0.98787,1.0,1.0131,0.98834,1.00198,1.0,1.00287,1.00948,1.0,1.00947,0.99758,0.99035,0.94369,1.00481,0.96013,0.99636
83,0.98288,0.9918,1.00193,0.97991,1.0,0.99164,0.98423,0.98168,0.9852,0.98152,1.0,0.99308,0.9837,0.98008,0.98592,1.0,0.96247,0.98036,0.97404,0.97814,1.0,0.9968,0.99638
84,1.01307,1.0,1.00195,0.99255,0.98605,1.00843,1.01373,1.01559,1.0,1.00942,1.01578,0.99801,1.0,1.01162,1.0,0.97143,0.99416,0.99245,1.01334,0.99706,0.99282,1.0096,1.03649
85,1.0172,0.99591,0.99764,0.99436,1.0,1.00832,1.01129,1.00616,1.00647,1.00746,1.00387,1.00583,0.98893,1.02298,0.99048,1.0,1.00196,1.01137,1.00163,0.98508,1.01205,1.00318,0.99295
86,1.0,0.98348,1.00197,1.00193,1.00707,1.00414,1.0,1.00913,1.0,1.01112,1.00386,0.998,1.01119,1.00564,1.00961,0.97059,0.99804,0.99874,1.0,0.99393,0.99524,0.97468,1.0142
87,1.01457,1.01257,1.00588,1.02821,1.0,1.01234,1.00224,1.00607,1.01492,1.01098,1.00769,1.00802,1.00278,1.00275,1.00714,1.0303,0.97842,0.99627,0.9918,1.01222,1.0,1.00975,1.01048
88,1.01264,1.02904,0.99415,0.98534,1.0,0.99592,0.99777,0.98497,0.99367,0.98551,0.99619,1.01093,0.99446,1.0028,1.00236,1.0,0.994,1.00127,1.00662,1.01505,0.98321,0.99035,1.00693
89,1.02501,1.03227,1.0216,1.0019,0.99298,1.01224,1.01132,1.0274,1.00425,1.01654,1.0,1.0059,1.00622,1.01948,1.0,1.0,1.02419,1.01503,1.00493,1.01332,0.99027,1.01625,1.00688
90,1.00406,1.03126,1.00768,0.98884,1.0282,1.00404,1.01119,1.02081,1.01897,1.01474,1.04215,1.0176,1.03351,1.01358,1.00707,1.05882,1.00591,1.00737,1.00818,0.98685,1.00246,0.9968,1.02729
91,0.99799,1.00757,1.00191,1.00186,0.98633,1.00802,1.00442,0.97674,0.99377,0.98004,1.01837,1.00096,1.00541,1.0,1.0,0.97222,1.00195,1.0098,1.0,0.98811,0.99755,0.99679,0.99335
92,1.00201,0.99249,0.99621,1.00377,1.0,0.99601,1.01982,0.97619,0.97918,0.98518,0.98196,0.98272,1.00267,1.0054,0.99766,1.0,1.0,1.00608,1.01299,1.01051,1.00491,0.98713,1.00336
93,1.00404,1.0,1.0,1.01678,0.98605,1.00802,1.02808,1.0,1.00853,1.00564,1.0,1.00391,0.99734,0.98931,1.00235,1.0,0.99219,0.9928,0.99679,1.00151,1.01961,1.02282,1.00664
94,1.00203,0.9962,0.99617,1.0037,1.0,1.01983,1.0021,1.00612,0.99365,1.01122,0.9669,1.00389,0.99462,1.0,1.0,1.0,1.0,1.0024,0.99678,1.00143,1.0024,1.0191,1.00663
95,1.01006,1.02283,1.00192,1.01463,1.0,1.01557,0.98533,1.00908,1.0127,1.01849,1.03803,1.01357,1.01619,0.98919,1.00702,1.0,0.98032,1.00846,1.0,1.01488,0.99282,0.99687,1.01645
96,0.99802,1.01486,1.01723,1.0,1.0282,1.00384,1.01704,1.03302,1.02929,1.02178,1.05494,1.01721,1.01598,1.03277,1.01395,1.0,1.03915,1.02165,1.01796,1.01311,1.00723,1.00627,1.00973
97,1.00597,0.99632,1.00566,0.98558,1.0,1.0038,0.99162,1.01455,0.99598,1.00355,0.95139,1.0,1.02357,0.99474,1.00917,1.0,1.01739,1.02,1.00319,1.00863,1.00962,1.00934,0.98395
98,0.99803,0.98161,0.99812,0.99269,0.98633,0.99622,0.97889,0.98566,1.00205,0.99115,0.97079,0.9953,1.00254,0.99733,1.00454,1.0,0.99715,0.99656,0.99362,0.9929,1.00711,0.99075,0.99676
99,0.99603,0.97006,0.99812,0.99263,1.00689,0.99617,1.00863,0.99129,0.98574,0.99286,0.9624,0.99245,0.99236,1.0,1.00226,1.0,1.00572,0.99766,0.99838,0.99854,0.97408,0.98753,1.00325
100,1.01196,1.0,1.00377,1.00184,0.99316,1.02683,1.02351,1.0029,1.0,1.00899,1.03127,0.99619,1.00515,1.00695,1.0,1.0,1.00853,1.00816,0.99679,1.00863,1.02903,0.99055,1.00932
101,1.01184,1.00384,0.99064,0.98518,1.0,1.00745,1.00417,1.02628,1.00201,1.0107,1.02653,0.99618,0.99488,0.98404,1.01806,1.0,0.99436,0.9954,0.98706,0.9929,1.00469,1.0,1.02272
102,1.0,1.01155,0.99621,1.00373,1.0,0.99629,0.9896,1.01144,0.998,1.01764,0.99259,0.99521,1.00255,1.0,1.0133,0.97143,0.99254,0.99883,1.00165,1.0,1.01173,0.97452,1.00635
103,1.00389,0.98858,0.9943,1.0,0.99303,0.9963,0.99371,0.98025,0.99792,0.9948,0.98514,0.98651,1.00259,1.01351,1.00438,1.0,1.02023,0.99883,0.98039,0.98847,1.0,0.99673,0.99685
104,1.00778,0.99231,1.0191,1.0169,1.0,1.01493,1.02113,1.0,1.01338,0.99826,1.00377,1.00488,1.0,1.00533,1.01307,1.02941,1.01133,1.00698,1.0,1.0,0.99769,0.99672,1.0
105,1.00769,0.98451,1.01499,1.00549,0.99298,1.01837,0.99793,0.99716,1.00616,0.99127,1.01882,1.00389,0.99488,1.01862,1.00573,1.0,0.9972,0.99926,1.00166,1.01019,0.99069,0.98683,0.98102
106,1.0153,1.00391,0.99815,1.02931,1.0,1.0,0.99586,1.0259,1.01843,1.00704,1.00737,1.00484,1.01285,0.99219,1.00433,0.97143,0.98877,1.007,1.00832,1.00716,0.99299,1.02488,1.0
107,0.99435,1.0,1.00924,1.01959,1.0,0.99638,0.98542,1.00842,1.00808,1.00875,0.9597,0.99036,1.0152,1.0,0.99785,1.0,1.00284,1.01152,1.01322,0.99572,0.99765,1.00655,0.9871
108,1.0019,0.98043,1.00183,0.98777,0.99302,0.9819,0.98942,1.01678,0.99596,1.03813,1.00381,1.00973,0.99003,1.00787,1.0194,1.0,0.99433,1.03416,1.00814,1.00868,1.01179,0.99023,1.0098
109,0.99433,1.01197,0.99817,0.98942,0.97872,0.98523,0.99787,0.9972,0.98803,0.99499,1.0076,0.98169,1.0025,0.98172,0.98308,1.0,0.99715,0.97798,1.00322,1.00564,0.99534,0.98355,1.0
110,1.0,1.0079,0.99633,0.98211,0.97826,0.99252,0.98715,0.99729,0.99186,1.00168,1.02643,1.00197,1.00255,0.99469,1.0,1.02941,1.01143,0.99774,1.0129,0.99863,1.00707,1.01673,0.99676
111,0.98859,1.00788,1.0,1.02193,0.99256,1.00375,0.99567,0.99728,1.0,0.99497,1.0,0.98727,0.97738,0.98667,1.0129,1.0,1.00565,0.99433,0.99205,0.98863,0.99298,1.00987,0.99675
112,0.98462,1.0,1.0,0.9946,0.99251,0.99626,0.99345,1.00273,0.99186,0.99495,0.99633,0.95834,0.9974,0.98643,0.99577,1.0,0.99719,0.99892,0.98397,1.00575,1.00468,0.98698,0.99674
113,0.97461,0.98441,1.0,0.99817,0.99254,0.98868,1.00438,0.97524,0.98139,0.98985,0.96465,0.9824,0.99489,0.99726,0.9744,1.0,0.98592,0.98178,0.98207,0.98574,0.99301,0.98679,1.0
114,1.01002,1.01977,1.0,1.0,1.00751,1.01524,1.00438,1.03106,1.00634,1.00341,1.01915,1.02107,1.0,1.00275,1.00219,1.0,0.99714,1.00582,1.00332,1.00433,1.00469,0.99666,1.00327
115,0.99803,0.99225,1.0,0.99822,0.97744,0.99626,0.99564,1.0,0.99584,1.00341,0.96242,0.99174,1.00257,1.01923,1.0,1.0,1.0,1.02417,0.99505,1.01155,1.00234,0.98322,0.99674
116,1.00197,1.0,1.00184,1.00545,0.98465,1.02642,0.99782,0.99179,1.00835,0.98471,1.00779,0.99792,1.00256,1.00807,0.99781,1.0,1.0086,1.00559,1.00498,1.00853,1.00471,0.98295,1.0
117,1.0,1.0,0.98532,0.99275,0.98441,1.00366,0.99563,0.98336,0.99586,0.97242,1.00777,0.99583,1.0,1.00267,0.99781,1.02857,0.98011,1.00449,0.99669,0.99577,1.00928,1.00693,1.0
118,0.99208,1.01953,0.98325,0.99821,0.99203,1.00367,0.99781,1.00564,1.00208,1.01596,1.00384,0.99477,1.00516,0.99734,1.00439,0.97222,1.01159,1.01,1.00664,0.98863,1.01154,1.0069,1.00327
119,1.00399,1.01916,1.0,1.01636,1.00803,1.02918,1.01762,1.00837,1.00622,1.0157,1.04598,1.00526,1.00259,1.00267,1.01747,1.0,1.00287,1.01649,1.0,0.98566,1.02049,1.03768,1.02279
120,1.00398,1.01502,0.9981,0.99462,1.03168,0.98584,0.99568,0.99444,0.99794,0.99656,1.01465,1.01257,0.99488,1.00803,1.00215,1.0,0.99143,0.99243,1.00824,0.98833,0.99777,1.0,0.98408
